Partido_x,Localidad_x,link Indec,Velocidad (Mbps),Provincia,Accesos,Hogares Con Internet,Proyeccion_Nuevo_Acceso,KPI_Incremento_Internet
CHACO,12 de Octubre,Gancedo,22036010.0,0.5,2.0,2.0,2.04,2.0000000000000018
CHACO,12 de Octubre,Gancedo,22036010.0,5.0,12.0,12.0,12.24,2.0000000000000018
CHACO,12 de Octubre,Gancedo,22036010.0,10.0,119.0,119.0,121.38,1.9999999999999962
CHACO,12 de Octubre,General Capdevila,22036020.0,10.0,35.0,35.0,35.7,2.000000000000008
CHACO,12 de Octubre,General Pinedo,22036030.0,0.5,2.0,2.0,2.04,2.0000000000000018
CHACO,12 de Octubre,General Pinedo,22036030.0,1.0,1.0,1.0,1.02,2.0000000000000018
CHACO,12 de Octubre,General Pinedo,22036030.0,3.0,4.0,4.0,4.08,2.0000000000000018
CHACO,12 de Octubre,General Pinedo,22036030.0,5.0,135.0,135.0,137.7,1.9999999999999918
CHACO,12 de Octubre,General Pinedo,22036030.0,6.0,15.0,15.0,15.3,2.000000000000005
CHACO,12 de Octubre,General Pinedo,22036030.0,10.0,277.0,277.0,282.54,2.000000000000007
CHACO,12 de Octubre,General Pinedo,22036030.0,15.0,6.0,6.0,6.12,2.0000000000000018
CHACO,12 de Octubre,General Pinedo,22036030.0,20.0,2.0,2.0,2.04,2.0000000000000018
CHACO,12 de Octubre,General Pinedo,22036030.0,25.0,144.0,144.0,146.88,1.999999999999997
CHACO,12 de Octubre,General Pinedo,22036030.0,30.0,155.0,155.0,158.1,1.9999999999999962
CHACO,12 de Octubre,Mesón de Fierro,22036040.0,10.0,21.0,21.0,21.42,2.000000000000008
CHACO,1º de Mayo,Colonia Benítez,22126020.0,0.5,1.0,1.0,1.02,2.0000000000000018
CHACO,1º de Mayo,Colonia Benítez,22126020.0,1.0,1.0,1.0,1.02,2.0000000000000018
CHACO,1º de Mayo,Colonia Benítez,22126020.0,2.0,1.0,1.0,1.02,2.0000000000000018
CHACO,1º de Mayo,Colonia Benítez,22126020.0,3.0,2.0,2.0,2.04,2.0000000000000018
CHACO,1º de Mayo,Colonia Benítez,22126020.0,5.0,8.0,8.0,8.16,2.0000000000000018
CHACO,1º de Mayo,Colonia Benítez,22126020.0,6.0,10.0,10.0,10.2,1.9999999999999927
CHACO,1º de Mayo,Colonia Benítez,22126020.0,10.0,79.0,79.0,80.58,1.999999999999998
CHACO,1º de Mayo,Colonia Benítez,22126020.0,15.0,14.0,14.0,14.280000000000001,2.000000000000008
CHACO,1º de Mayo,Colonia Benítez,22126020.0,20.0,1.0,1.0,1.02,2.0000000000000018
CHACO,1º de Mayo,Margarita Belén,22126030.0,1.0,1.0,1.0,1.02,2.0000000000000018
CHACO,1º de Mayo,Margarita Belén,22126030.0,3.0,37.0,37.0,37.74,2.0000000000000053
CHACO,1º de Mayo,Margarita Belén,22126030.0,3.5,35.0,35.0,35.7,2.000000000000008
CHACO,1º de Mayo,Margarita Belén,22126030.0,4.0,7.0,7.0,7.140000000000001,2.000000000000008
CHACO,1º de Mayo,Margarita Belén,22126030.0,6.0,15.0,15.0,15.3,2.000000000000005
CHACO,1º de Mayo,Margarita Belén,22126030.0,10.0,161.0,161.0,164.22,1.9999999999999993
CHACO,1º de Mayo,Margarita Belén,22126030.0,15.0,11.0,11.0,11.22,2.0000000000000058
CHACO,1º de Mayo,Margarita Belén,22126030.0,20.0,1.0,1.0,1.02,2.0000000000000018
CHACO,1º de Mayo,Margarita Belén,22126030.0,30.0,325.0,325.0,331.5,2.0
CHACO,2 de Abril,Hermoso Campo,22039010.0,0.5,29.0,29.0,29.580000000000002,2.000000000000006
CHACO,2 de Abril,Hermoso Campo,22039010.0,5.0,35.0,35.0,35.7,2.000000000000008
CHACO,2 de Abril,Hermoso Campo,22039010.0,10.0,113.0,113.0,115.26,2.0000000000000044
CHACO,2 de Abril,Hermoso Campo,22039010.0,30.0,74.0,74.0,75.48,2.0000000000000053
CHACO,2 de Abril,Itín,22039020.0,8.0,478.0,478.0,487.56,2.0000000000000004
CHACO,2 de Abril,Itín,22039020.0,10.0,36.0,36.0,36.72,1.999999999999997
CHACO,2 de Abril,Itín,22039020.0,30.0,16.0,16.0,16.32,2.0000000000000018
CHACO,25 de Mayo,Colonia Aborigen,22168010.0,15.0,59.0,59.0,60.18,1.9999999999999993
CHACO,25 de Mayo,Machagai,22168020.0,1.0,1.0,1.0,1.02,2.0000000000000018
CHACO,25 de Mayo,Machagai,22168020.0,3.0,2.0,2.0,2.04,2.0000000000000018
CHACO,25 de Mayo,Machagai,22168020.0,5.0,26.0,26.0,26.52,1.9999999999999982
CHACO,25 de Mayo,Machagai,22168020.0,6.0,1093.0,1093.0,1114.8600000000001,2.0000000000000115
CHACO,25 de Mayo,Machagai,22168020.0,10.0,140.0,140.0,142.8,2.000000000000008
CHACO,25 de Mayo,Machagai,22168020.0,15.0,239.0,239.0,243.78,2.0000000000000004
CHACO,25 de Mayo,Machagai,22168020.0,20.0,10.0,10.0,10.2,1.9999999999999927
CHACO,25 de Mayo,Machagai,22168020.0,25.0,1.0,1.0,1.02,2.0000000000000018
CHACO,25 de Mayo,Machagai,22168020.0,35.0,1.0,1.0,1.02,2.0000000000000018
CHACO,25 de Mayo,Machagai,22168020.0,50.0,3.0,3.0,3.06,2.0000000000000018
CHACO,9 de Julio,Las Breñas,22105010.0,0.5,1.0,1.0,1.02,2.0000000000000018
CHACO,9 de Julio,Las Breñas,22105010.0,1.0,4.0,4.0,4.08,2.0000000000000018
CHACO,9 de Julio,Las Breñas,22105010.0,3.0,22.0,22.0,22.44,2.0000000000000058
CHACO,9 de Julio,Las Breñas,22105010.0,5.0,140.0,140.0,142.8,2.000000000000008
CHACO,9 de Julio,Las Breñas,22105010.0,6.0,131.0,131.0,133.62,2.0000000000000036
CHACO,9 de Julio,Las Breñas,22105010.0,10.0,489.0,489.0,498.78000000000003,2.0000000000000058
CHACO,9 de Julio,Las Breñas,22105010.0,15.0,31.0,31.0,31.62,2.000000000000003
CHACO,9 de Julio,Las Breñas,22105010.0,20.0,3.0,3.0,3.06,2.0000000000000018
CHACO,9 de Julio,Las Breñas,22105010.0,25.0,83.0,83.0,84.66,1.9999999999999958
CHACO,Almirante Brown,Concepción del Bermejo,22007010.0,0.5,2.0,2.0,2.04,2.0000000000000018
CHACO,Almirante Brown,Concepción del Bermejo,22007010.0,5.0,254.0,254.0,259.08,1.9999999999999938
CHACO,Almirante Brown,Concepción del Bermejo,22007010.0,10.0,3.0,3.0,3.06,2.0000000000000018
CHACO,Almirante Brown,Concepción del Bermejo,22007010.0,15.0,3.0,3.0,3.06,2.0000000000000018
CHACO,Almirante Brown,Concepción del Bermejo,22007010.0,20.0,3.0,3.0,3.06,2.0000000000000018
CHACO,Almirante Brown,Concepción del Bermejo,22007010.0,25.0,3.0,3.0,3.06,2.0000000000000018
CHACO,Almirante Brown,Concepción del Bermejo,22007010.0,30.0,3.0,3.0,3.06,2.0000000000000018
CHACO,Almirante Brown,Los Frentones,22007020.0,0.5,1.0,1.0,1.02,2.0000000000000018
CHACO,Almirante Brown,Los Frentones,22007020.0,5.0,293.0,293.0,298.86,2.0000000000000044
CHACO,Almirante Brown,Los Frentones,22007020.0,10.0,38.0,38.0,38.76,1.999999999999995
CHACO,Almirante Brown,Los Frentones,22007020.0,15.0,11.0,11.0,11.22,2.0000000000000058
CHACO,Almirante Brown,Pampa del Infierno,22007030.0,0.5,4.0,4.0,4.08,2.0000000000000018
CHACO,Almirante Brown,Pampa del Infierno,22007030.0,1.0,1.0,1.0,1.02,2.0000000000000018
CHACO,Almirante Brown,Pampa del Infierno,22007030.0,5.0,1208.0,1208.0,1232.16,2.0000000000000067
CHACO,Almirante Brown,Pampa del Infierno,22007030.0,10.0,215.0,215.0,219.3,2.0000000000000053
CHACO,Almirante Brown,Pampa del Infierno,22007030.0,15.0,97.0,97.0,98.94,1.9999999999999976
CHACO,Almirante Brown,Pampa del Infierno,22007030.0,20.0,25.0,25.0,25.5,2.0
CHACO,Almirante Brown,Taco Pozo,22007050.0,0.5,2.0,2.0,2.04,2.0000000000000018
CHACO,Almirante Brown,Taco Pozo,22007050.0,0.512,1.0,1.0,1.02,2.0000000000000018
CHACO,Almirante Brown,Taco Pozo,22007050.0,5.0,49.0,49.0,49.980000000000004,2.000000000000008
CHACO,Almirante Brown,Taco Pozo,22007050.0,10.0,199.0,199.0,202.98,1.999999999999995
CHACO,Almirante Brown,Taco Pozo,22007050.0,12.0,60.0,60.0,61.2,2.000000000000005
CHACO,Almirante Brown,Taco Pozo,22007050.0,15.0,56.0,56.0,57.120000000000005,2.000000000000008
CHACO,Bermejo,General Vedia,22014010.0,0.5,1.0,1.0,1.02,2.0000000000000018
CHACO,Bermejo,General Vedia,22014010.0,3.0,113.0,113.0,115.26,2.0000000000000044
CHACO,Bermejo,General Vedia,22014010.0,4.0,18.0,18.0,18.36,1.999999999999997
CHACO,Bermejo,General Vedia,22014010.0,5.0,30.0,30.0,30.6,2.000000000000005
CHACO,Bermejo,General Vedia,22014010.0,6.0,11.0,11.0,11.22,2.0000000000000058
CHACO,Bermejo,General Vedia,22014010.0,10.0,74.0,74.0,75.48,2.0000000000000053
CHACO,Bermejo,General Vedia,22014010.0,15.0,2.0,2.0,2.04,2.0000000000000018
CHACO,Bermejo,Isla del Cerrito,22014020.0,0.5,1.0,1.0,1.02,2.0000000000000018
CHACO,Bermejo,La Leonesa,22014030.0,1.0,5.0,5.0,5.1,1.9999999999999927
CHACO,Bermejo,La Leonesa,22014030.0,3.0,213.0,213.0,217.26,1.9999999999999958
CHACO,Bermejo,La Leonesa,22014030.0,4.0,26.0,26.0,26.52,1.9999999999999982
CHACO,Bermejo,La Leonesa,22014030.0,6.0,32.0,32.0,32.64,2.0000000000000018
CHACO,Bermejo,La Leonesa,22014030.0,10.0,278.0,278.0,283.56,2.000000000000001
CHACO,Bermejo,La Leonesa,22014030.0,15.0,16.0,16.0,16.32,2.0000000000000018
CHACO,Bermejo,La Leonesa,22014030.0,20.0,11.0,11.0,11.22,2.0000000000000058
CHACO,Bermejo,Las Palmas,22014040.0,0.5,1.0,1.0,1.02,2.0000000000000018
CHACO,Bermejo,Las Palmas,22014040.0,3.0,222.0,222.0,226.44,1.9999999999999991
CHACO,Bermejo,Las Palmas,22014040.0,4.0,48.0,48.0,48.96,2.0000000000000018
CHACO,Bermejo,Las Palmas,22014040.0,6.0,8.0,8.0,8.16,2.0000000000000018
CHACO,Bermejo,Puerto Bermejo Nuevo,22014050.0,3.0,40.0,40.0,40.8,1.9999999999999927
CHACO,Bermejo,Puerto Bermejo Nuevo,22014050.0,4.0,7.0,7.0,7.140000000000001,2.000000000000008
CHACO,Bermejo,Puerto Bermejo Nuevo,22014050.0,5.0,10.0,10.0,10.2,1.9999999999999927
CHACO,Bermejo,Puerto Bermejo Nuevo,22014050.0,6.0,4.0,4.0,4.08,2.0000000000000018
CHACO,Bermejo,Puerto Eva Perón,22014070.0,0.5,1.0,1.0,1.02,2.0000000000000018
CHACO,Bermejo,Puerto Eva Perón,22014070.0,3.0,41.0,41.0,41.82,2.000000000000001
CHACO,Bermejo,Puerto Eva Perón,22014070.0,5.0,13.0,13.0,13.26,1.9999999999999982
CHACO,Chacabuco,Charata,22028010.0,0.5,2.0,2.0,2.04,2.0000000000000018
CHACO,Chacabuco,Charata,22028010.0,1.0,9.0,9.0,9.18,1.999999999999997
CHACO,Chacabuco,Charata,22028010.0,3.0,292.0,292.0,297.84000000000003,2.0000000000000107
CHACO,Chacabuco,Charata,22028010.0,5.0,524.0,524.0,534.48,2.0000000000000036
CHACO,Chacabuco,Charata,22028010.0,6.0,167.0,167.0,170.34,2.000000000000002
CHACO,Chacabuco,Charata,22028010.0,10.0,840.0,840.0,856.8000000000001,2.000000000000008
CHACO,Chacabuco,Charata,22028010.0,15.0,38.0,38.0,38.76,1.999999999999995
CHACO,Chacabuco,Charata,22028010.0,20.0,14.0,14.0,14.280000000000001,2.000000000000008
CHACO,Chacabuco,Charata,22028010.0,25.0,1268.0,1268.0,1293.3600000000001,2.00000000000001
CHACO,Chacabuco,Charata,22028010.0,30.0,207.0,207.0,211.14000000000001,2.000000000000007
CHACO,Chacabuco,Charata,22028010.0,50.0,917.0,917.0,935.34,2.0000000000000036
CHACO,Chacabuco,Charata,22028010.0,100.0,472.0,472.0,481.44,1.9999999999999993
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,0.0,41.0,41.0,41.82,2.000000000000001
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,0.5,2.0,2.0,2.04,2.0000000000000018
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,1.0,29.0,29.0,29.580000000000002,2.000000000000006
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,3.0,108.0,108.0,110.16,1.999999999999997
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,5.0,300.0,300.0,306.0,2.0
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,6.0,208.0,208.0,212.16,1.9999999999999982
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,10.0,537.0,537.0,547.74,2.0000000000000018
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,15.0,39.0,39.0,39.78,2.0000000000000027
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,20.0,514.0,514.0,524.28,1.999999999999995
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,25.0,802.0,802.0,818.04,1.9999999999999956
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,30.0,30.0,30.0,30.6,2.000000000000005
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,50.0,483.0,483.0,492.66,2.0000000000000053
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,100.0,3010.0,3010.0,3070.2000000000003,2.000000000000009
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,300.0,3121.0,3121.0,3183.42,2.0000000000000027
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,500.0,147.0,147.0,149.94,1.9999999999999982
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010.0,1000.0,13.0,13.0,13.26,1.9999999999999982
CHACO,Fray Justo Santa María De Oro,Chorotis,22043010.0,0.0,25.0,25.0,25.5,2.0
CHACO,Fray Justo Santa María De Oro,OTROS,,0.0,60.0,60.0,61.2,2.000000000000005
CHACO,Fray Justo Santa María De Oro,Santa Sylvina,22043020.0,0.0,950.0,950.0,969.0,2.0
CHACO,Fray Justo Santa María de Oro,Santa Sylvina,22043020.0,0.5,33.0,33.0,33.660000000000004,2.000000000000011
CHACO,General Belgrano,Corzuela,22049010.0,0.5,1.0,1.0,1.02,2.0000000000000018
CHACO,General Belgrano,Corzuela,22049010.0,1.0,1.0,1.0,1.02,2.0000000000000018
CHACO,General Belgrano,Corzuela,22049010.0,3.0,2.0,2.0,2.04,2.0000000000000018
CHACO,General Belgrano,Corzuela,22049010.0,5.0,171.0,171.0,174.42000000000002,2.0000000000000093
CHACO,General Belgrano,Corzuela,22049010.0,6.0,5.0,5.0,5.1,1.9999999999999927
CHACO,General Belgrano,Corzuela,22049010.0,10.0,52.0,52.0,53.04,1.9999999999999982
CHACO,General Belgrano,Corzuela,22049010.0,15.0,8.0,8.0,8.16,2.0000000000000018
CHACO,General Donovan,La Escondida,22056010.0,0.5,2.0,2.0,2.04,2.0000000000000018
CHACO,General Donovan,La Escondida,22056010.0,3.0,1.0,1.0,1.02,2.0000000000000018
CHACO,General Donovan,La Escondida,22056010.0,6.0,315.0,315.0,321.3,2.0000000000000036
CHACO,General Donovan,La Escondida,22056010.0,10.0,24.0,24.0,24.48,2.0000000000000018
CHACO,General Donovan,La Escondida,22056010.0,15.0,146.0,146.0,148.92000000000002,2.0000000000000107
CHACO,General Donovan,La Escondida,22056010.0,20.0,19.0,19.0,19.38,1.999999999999995
CHACO,General Donovan,La Escondida,22056010.0,25.0,10.0,10.0,10.2,1.9999999999999927
CHACO,General Donovan,La Escondida,22056010.0,35.0,4.0,4.0,4.08,2.0000000000000018
CHACO,General Donovan,La Escondida,22056010.0,50.0,4.0,4.0,4.08,2.0000000000000018
CHACO,General Donovan,La Verde,22056020.0,0.5,2.0,2.0,2.04,2.0000000000000018
CHACO,General Donovan,La Verde,22056020.0,2.0,300.0,300.0,306.0,2.0
CHACO,General Donovan,La Verde,22056020.0,3.0,5.0,5.0,5.1,1.9999999999999927
CHACO,General Donovan,La Verde,22056020.0,5.0,8.0,8.0,8.16,2.0000000000000018
CHACO,General Donovan,La Verde,22056020.0,6.0,142.0,142.0,144.84,2.0000000000000027
CHACO,General Donovan,La Verde,22056020.0,10.0,4.0,4.0,4.08,2.0000000000000018
CHACO,General Donovan,La Verde,22056020.0,15.0,12.0,12.0,12.24,2.0000000000000018
CHACO,General Donovan,La Verde,22056020.0,20.0,23.0,23.0,23.46,2.000000000000004
CHACO,General Donovan,La Verde,22056020.0,35.0,1.0,1.0,1.02,2.0000000000000018
CHACO,General Donovan,La Verde,22056020.0,50.0,3.0,3.0,3.06,2.0000000000000018
CHACO,General Donovan,Lapachito,22056030.0,1.0,1.0,1.0,1.02,2.0000000000000018
CHACO,General Donovan,Lapachito,22056030.0,6.0,90.0,90.0,91.8,1.999999999999997
CHACO,General Donovan,Lapachito,22056030.0,15.0,17.0,17.0,17.34,1.9999999999999991
CHACO,General Donovan,Lapachito,22056030.0,20.0,18.0,18.0,18.36,1.999999999999997
CHACO,General Donovan,Lapachito,22056030.0,25.0,3.0,3.0,3.06,2.0000000000000018
CHACO,General Donovan,Lapachito,22056030.0,35.0,5.0,5.0,5.1,1.9999999999999927
CHACO,General Donovan,Lapachito,22056030.0,50.0,2.0,2.0,2.04,2.0000000000000018
CHACO,General Donovan,Makallé,22056040.0,0.5,1.0,1.0,1.02,2.0000000000000018
CHACO,General Donovan,Makallé,22056040.0,6.0,502.0,502.0,512.04,1.9999999999999927
CHACO,General Donovan,Makallé,22056040.0,10.0,21.0,21.0,21.42,2.000000000000008
CHACO,General Donovan,Makallé,22056040.0,15.0,2.0,2.0,2.04,2.0000000000000018
CHACO,General Donovan,Makallé,22056040.0,20.0,2.0,2.0,2.04,2.0000000000000018
CHACO,General Güemes,El Espinillo,22063010.0,0.5,1.0,1.0,1.02,2.0000000000000018
CHACO,General Güemes,El Sauzal,22063020.0,2.0,63.0,63.0,64.26,2.000000000000008
CHACO,General Güemes,El Sauzalito,22063030.0,0.5,1.0,1.0,1.02,2.0000000000000018
CHACO,General Güemes,El Sauzalito,22063030.0,1.0,96.0,96.0,97.92,2.0000000000000018
CHACO,General Güemes,El Sauzalito,22063030.0,3.0,20.0,20.0,20.4,1.9999999999999927
CHACO,General Güemes,El Sauzalito,22063030.0,5.0,4.0,4.0,4.08,2.0000000000000018
CHACO,General Güemes,Fortín Lavalle,22063040.0,3.0,20.0,20.0,20.4,1.9999999999999927
CHACO,General Güemes,Fortín Lavalle,22063040.0,4.0,12.0,12.0,12.24,2.0000000000000018
CHACO,General Güemes,Fortín Lavalle,22063040.0,6.0,4.0,4.0,4.08,2.0000000000000018
CHACO,General Güemes,Fuerte Esperanza,22063050.0,2.0,1.0,1.0,1.02,2.0000000000000018
CHACO,General Güemes,Fuerte Esperanza,22063050.0,5.0,3.0,3.0,3.06,2.0000000000000018
CHACO,General Güemes,Juan José Castelli,22063060.0,1.0,4.0,4.0,4.08,2.0000000000000018
CHACO,General Güemes,Juan José Castelli,22063060.0,3.0,236.0,236.0,240.72,1.9999999999999993
CHACO,General Güemes,Juan José Castelli,22063060.0,4.0,80.0,80.0,81.6,1.9999999999999927
CHACO,General Güemes,Juan José Castelli,22063060.0,5.0,43.0,43.0,43.86,1.9999999999999987
CHACO,General Güemes,Juan José Castelli,22063060.0,6.0,84.0,84.0,85.68,2.000000000000008
CHACO,General Güemes,Juan José Castelli,22063060.0,10.0,472.0,472.0,481.44,1.9999999999999993
CHACO,General Güemes,Juan José Castelli,22063060.0,15.0,294.0,294.0,299.88,1.9999999999999982
CHACO,General Güemes,Juan José Castelli,22063060.0,20.0,3.0,3.0,3.06,2.0000000000000018
CHACO,General Güemes,Miraflores,22063070.0,3.0,300.0,300.0,306.0,2.0
CHACO,General Güemes,Miraflores,22063070.0,4.0,3.0,3.0,3.06,2.0000000000000018
CHACO,General Güemes,Miraflores,22063070.0,5.0,2.0,2.0,2.04,2.0000000000000018
CHACO,General Güemes,Miraflores,22063070.0,15.0,162.0,162.0,165.24,2.0000000000000058
CHACO,General Güemes,Miraflores,22063070.0,20.0,228.0,228.0,232.56,2.000000000000001
CHACO,General Güemes,Miraflores,22063070.0,25.0,7.0,7.0,7.140000000000001,2.000000000000008
CHACO,General Güemes,Miraflores,22063070.0,35.0,6.0,6.0,6.12,2.0000000000000018
CHACO,General Güemes,Miraflores,22063070.0,50.0,4.0,4.0,4.08,2.0000000000000018
CHACO,General Güemes,Nueva Pompeya,22063080.0,0.5,3.0,3.0,3.06,2.0000000000000018
CHACO,General Güemes,Nueva Pompeya,22063080.0,1.0,1.0,1.0,1.02,2.0000000000000018
CHACO,General Güemes,Nueva Pompeya,22063080.0,3.0,308.0,308.0,314.16,2.000000000000008
CHACO,General Güemes,Nueva Pompeya,22063080.0,10.0,2.0,2.0,2.04,2.0000000000000018
CHACO,General Güemes,Villa Río Bermejito,22063100.0,0.5,2.0,2.0,2.04,2.0000000000000018
CHACO,General Güemes,Villa Río Bermejito,22063100.0,3.0,86.0,86.0,87.72,1.9999999999999987
CHACO,General Güemes,Villa Río Bermejito,22063100.0,4.0,49.0,49.0,49.980000000000004,2.000000000000008
CHACO,General Güemes,Villa Río Bermejito,22063100.0,5.0,32.0,32.0,32.64,2.0000000000000018
CHACO,General Güemes,Villa Río Bermejito,22063100.0,6.0,12.0,12.0,12.24,2.0000000000000018
CHACO,General Güemes,Villa Río Bermejito,22063100.0,10.0,198.0,198.0,201.96,2.000000000000004
CHACO,General Güemes,Wichi,22063110.0,1.0,1.0,1.0,1.02,2.0000000000000018
CHACO,General Güemes,Wichi,22063110.0,2.0,91.0,91.0,92.82000000000001,2.000000000000008
CHACO,Independencia,Avia Terai,22070010.0,0.5,1.0,1.0,1.02,2.0000000000000018
CHACO,Independencia,Avia Terai,22070010.0,1.0,1.0,1.0,1.02,2.0000000000000018
CHACO,Independencia,Avia Terai,22070010.0,5.0,12.0,12.0,12.24,2.0000000000000018
CHACO,Independencia,Avia Terai,22070010.0,6.0,2.0,2.0,2.04,2.0000000000000018
CHACO,Independencia,Avia Terai,22070010.0,10.0,40.0,40.0,40.8,1.9999999999999927
CHACO,Independencia,Avia Terai,22070010.0,15.0,6.0,6.0,6.12,2.0000000000000018
CHACO,Independencia,Avia Terai,22070010.0,20.0,2.0,2.0,2.04,2.0000000000000018
CHACO,Independencia,Campo Largo,22070020.0,0.0,3.0,3.0,3.06,2.0000000000000018
CHACO,Independencia,Campo Largo,22070020.0,3.0,3.0,3.0,3.06,2.0000000000000018
CHACO,Independencia,Campo Largo,22070020.0,5.0,12.0,12.0,12.24,2.0000000000000018
CHACO,Independencia,Campo Largo,22070020.0,6.0,14.0,14.0,14.280000000000001,2.000000000000008
CHACO,Independencia,Campo Largo,22070020.0,10.0,49.0,49.0,49.980000000000004,2.000000000000008
CHACO,Independencia,Campo Largo,22070020.0,15.0,6.0,6.0,6.12,2.0000000000000018
CHACO,Independencia,Campo Largo,22070020.0,20.0,4.0,4.0,4.08,2.0000000000000018
CHACO,Independencia,Campo Largo,22070020.0,100.0,450.0,450.0,459.0,2.0
CHACO,Libertad,Laguna Blanca,22077030.0,0.5,2.0,2.0,2.04,2.0000000000000018
CHACO,Libertad,Puerto Tirol,22077040.0,1.0,3.0,3.0,3.06,2.0000000000000018
CHACO,Libertad,Puerto Tirol,22077040.0,2.0,59.0,59.0,60.18,1.9999999999999993
CHACO,Libertad,Puerto Tirol,22077040.0,3.0,24.0,24.0,24.48,2.0000000000000018
CHACO,Libertad,Puerto Tirol,22077040.0,5.0,75.0,75.0,76.5,2.0
CHACO,Libertad,Puerto Tirol,22077040.0,6.0,42.0,42.0,42.84,2.000000000000008
CHACO,Libertad,Puerto Tirol,22077040.0,10.0,288.0,288.0,293.76,1.999999999999997
CHACO,Libertad,Puerto Tirol,22077040.0,15.0,27.0,27.0,27.54,1.999999999999997
CHACO,Libertad,Puerto Tirol,22077040.0,20.0,1.0,1.0,1.02,2.0000000000000018
CHACO,Libertad,Puerto Tirol,22077040.0,30.0,365.0,365.0,372.3,2.000000000000003
CHACO,Libertador General San Martín,Ciervo Petiso,22084010.0,0.5,1.0,1.0,1.02,2.0000000000000018
CHACO,Libertador General San Martín,General José de San Martín,22084020.0,3.0,113.0,113.0,115.26,2.0000000000000044
CHACO,Libertador General San Martín,General José de San Martín,22084020.0,4.0,35.0,35.0,35.7,2.000000000000008
CHACO,Libertador General San Martín,General José de San Martín,22084020.0,5.0,42.0,42.0,42.84,2.000000000000008
CHACO,Libertador General San Martín,General José de San Martín,22084020.0,6.0,13.0,13.0,13.26,1.9999999999999982
CHACO,Libertador General San Martín,General José de San Martín,22084020.0,8.0,220.0,220.0,224.4,2.0000000000000027
CHACO,Libertador General San Martín,General José de San Martín,22084020.0,10.0,54.0,54.0,55.08,1.999999999999997
CHACO,Libertador General San Martín,General José de San Martín,22084020.0,12.0,77.0,77.0,78.54,2.000000000000008
CHACO,Libertador General San Martín,General José de San Martín,22084020.0,15.0,5.0,5.0,5.1,1.9999999999999927
CHACO,Libertador General San Martín,General José de San Martín,22084020.0,20.0,2.0,2.0,2.04,2.0000000000000018
CHACO,Libertador General San Martín,General José de San Martín,22084020.0,30.0,1325.0,1325.0,1351.5,2.0
CHACO,Libertador General San Martín,General José de San Martín,22084020.0,50.0,4053.0,4053.0,4134.06,2.0000000000000098
CHACO,Libertador General San Martín,General José de San Martín,22084020.0,100.0,1115.0,1115.0,1137.3,1.9999999999999958
CHACO,Libertador General San Martín,General José de San Martín,22084020.0,120.0,18.0,18.0,18.36,1.999999999999997
CHACO,Libertador General San Martín,General José de San Martín,22084020.0,200.0,49.0,49.0,49.980000000000004,2.000000000000008
CHACO,Libertador General San Martín,General José de San Martín,22084020.0,250.0,21.0,21.0,21.42,2.000000000000008
CHACO,Libertador General San Martín,La Eduvigis,22084030.0,0.5,1.0,1.0,1.02,2.0000000000000018
CHACO,Libertador General San Martín,Laguna Limpia,22084040.0,7.0,32.0,32.0,32.64,2.0000000000000018
CHACO,Libertador General San Martín,Laguna Limpia,22084040.0,15.0,57.0,57.0,58.14,2.000000000000001
CHACO,Libertador General San Martín,Pampa Almirón,22084050.0,5.0,11.0,11.0,11.22,2.0000000000000058
CHACO,Libertador General San Martín,Pampa Almirón,22084050.0,15.0,50.0,50.0,51.0,2.0
CHACO,Libertador General San Martín,Pampa del Indio,22084060.0,0.5,2.0,2.0,2.04,2.0000000000000018
CHACO,Libertador General San Martín,Pampa del Indio,22084060.0,3.0,16.0,16.0,16.32,2.0000000000000018
CHACO,Libertador General San Martín,Pampa del Indio,22084060.0,4.0,1.0,1.0,1.02,2.0000000000000018
CHACO,Libertador General San Martín,Pampa del Indio,22084060.0,5.0,25.0,25.0,25.5,2.0
CHACO,Libertador General San Martín,Pampa del Indio,22084060.0,10.0,60.0,60.0,61.2,2.000000000000005
CHACO,Libertador General San Martín,Pampa del Indio,22084060.0,15.0,656.0,656.0,669.12,2.000000000000001
CHACO,Libertador General San Martín,Presidencia Roca,22084070.0,0.5,2.0,2.0,2.04,2.0000000000000018
