Partido_x,Localidad_x,link Indec,Velocidad (Mbps),Provincia,Accesos,Hogares Con Internet,Proyeccion_Nuevo_Acceso,KPI_Incremento_Internet
BUENOS AIRES,General San Martín,Villa Chacabuco,6371010.0,1000.0,91.0,91.0,92.82000000000001,2.000000000000008
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010.0,5.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010.0,10.0,20.0,20.0,20.4,1.9999999999999927
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010.0,15.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010.0,20.0,2.0,2.0,2.04,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010.0,30.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010.0,50.0,1399.0,1399.0,1426.98,2.0000000000000013
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010.0,60.0,14.0,14.0,14.280000000000001,2.000000000000008
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010.0,75.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010.0,100.0,593.0,593.0,604.86,2.0000000000000027
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010.0,150.0,344.0,344.0,350.88,1.9999999999999987
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010.0,300.0,802.0,802.0,818.04,1.9999999999999956
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010.0,500.0,84.0,84.0,85.68,2.000000000000008
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010.0,600.0,39.0,39.0,39.78,2.0000000000000027
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010.0,1000.0,142.0,142.0,144.84,2.0000000000000027
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010.0,5.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010.0,10.0,11.0,11.0,11.22,2.0000000000000058
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010.0,50.0,533.0,533.0,543.66,1.9999999999999942
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010.0,60.0,3.0,3.0,3.06,2.0000000000000018
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010.0,100.0,249.0,249.0,253.98000000000002,2.000000000000007
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010.0,150.0,138.0,138.0,140.76,1.9999999999999933
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010.0,300.0,346.0,346.0,352.92,2.0000000000000044
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010.0,500.0,19.0,19.0,19.38,1.999999999999995
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010.0,600.0,32.0,32.0,32.64,2.0000000000000018
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010.0,1000.0,55.0,55.0,56.1,2.0000000000000027
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010.0,5.0,3.0,3.0,3.06,2.0000000000000018
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010.0,10.0,40.0,40.0,40.8,1.9999999999999927
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010.0,50.0,1791.0,1791.0,1826.82,1.9999999999999967
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010.0,60.0,27.0,27.0,27.54,1.999999999999997
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010.0,75.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010.0,100.0,750.0,750.0,765.0,2.0
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010.0,150.0,949.0,949.0,967.98,2.0000000000000018
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010.0,300.0,1701.0,1701.0,1735.02,1.9999999999999991
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010.0,500.0,216.0,216.0,220.32,1.999999999999997
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010.0,600.0,51.0,51.0,52.02,2.000000000000006
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010.0,1000.0,279.0,279.0,284.58,1.9999999999999942
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010.0,10.0,17.0,17.0,17.34,1.9999999999999991
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010.0,30.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010.0,50.0,1506.0,1506.0,1536.1200000000001,2.000000000000008
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010.0,60.0,7.0,7.0,7.140000000000001,2.000000000000008
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010.0,75.0,2.0,2.0,2.04,2.0000000000000018
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010.0,100.0,701.0,701.0,715.02,1.9999999999999973
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010.0,150.0,356.0,356.0,363.12,2.0000000000000013
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010.0,300.0,855.0,855.0,872.1,2.0000000000000027
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010.0,500.0,77.0,77.0,78.54,2.000000000000008
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010.0,600.0,61.0,61.0,62.22,1.9999999999999982
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010.0,1000.0,116.0,116.0,118.32000000000001,2.000000000000006
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010.0,10.0,10.0,10.0,10.2,1.9999999999999927
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010.0,50.0,698.0,698.0,711.96,2.0000000000000053
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010.0,60.0,4.0,4.0,4.08,2.0000000000000018
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010.0,75.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010.0,100.0,333.0,333.0,339.66,2.0000000000000075
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010.0,150.0,159.0,159.0,162.18,2.000000000000004
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010.0,300.0,411.0,411.0,419.22,2.0000000000000067
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010.0,500.0,41.0,41.0,41.82,2.000000000000001
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010.0,600.0,37.0,37.0,37.74,2.0000000000000053
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010.0,1000.0,53.0,53.0,54.06,2.000000000000004
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010.0,10.0,8.0,8.0,8.16,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010.0,50.0,838.0,838.0,854.76,1.9999999999999991
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010.0,60.0,5.0,5.0,5.1,1.9999999999999927
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010.0,75.0,2.0,2.0,2.04,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010.0,100.0,373.0,373.0,380.46,1.9999999999999944
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010.0,150.0,171.0,171.0,174.42000000000002,2.0000000000000093
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010.0,300.0,438.0,438.0,446.76,1.999999999999998
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010.0,500.0,42.0,42.0,42.84,2.000000000000008
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010.0,600.0,35.0,35.0,35.7,2.000000000000008
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010.0,1000.0,58.0,58.0,59.160000000000004,2.000000000000006
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,0.512,5.0,5.0,5.1,1.9999999999999927
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,1.0,30.0,30.0,30.6,2.000000000000005
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,2.0,47.0,47.0,47.94,1.9999999999999951
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,3.0,46.0,46.0,46.92,2.000000000000004
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,4.0,49.0,49.0,49.980000000000004,2.000000000000008
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,5.0,44.0,44.0,44.88,2.0000000000000058
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,6.0,58.0,58.0,59.160000000000004,2.000000000000006
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,8.0,66.0,66.0,67.32000000000001,2.000000000000011
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,10.0,46.0,46.0,46.92,2.000000000000004
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,20.0,5.0,5.0,5.1,1.9999999999999927
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,30.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,50.0,1558.0,1558.0,1589.16,2.0000000000000053
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,60.0,7.0,7.0,7.140000000000001,2.000000000000008
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,75.0,2.0,2.0,2.04,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,100.0,734.0,734.0,748.6800000000001,2.000000000000009
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,150.0,399.0,399.0,406.98,2.0000000000000044
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,300.0,609.0,609.0,621.1800000000001,2.0000000000000107
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,500.0,58.0,58.0,59.160000000000004,2.000000000000006
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,600.0,35.0,35.0,35.7,2.000000000000008
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010.0,1000.0,114.0,114.0,116.28,2.000000000000001
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010.0,5.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010.0,10.0,16.0,16.0,16.32,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010.0,15.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010.0,50.0,1454.0,1454.0,1483.08,1.999999999999995
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010.0,60.0,11.0,11.0,11.22,2.0000000000000058
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010.0,100.0,609.0,609.0,621.1800000000001,2.0000000000000107
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010.0,150.0,232.0,232.0,236.64000000000001,2.000000000000006
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010.0,300.0,700.0,700.0,714.0,2.0
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010.0,500.0,51.0,51.0,52.02,2.000000000000006
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010.0,600.0,45.0,45.0,45.9,1.999999999999997
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010.0,1000.0,127.0,127.0,129.54,1.9999999999999938
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,0.0,7.0,7.0,7.140000000000001,2.000000000000008
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,0.5,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,0.75,8.0,8.0,8.16,2.0000000000000018
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,1.0,22.0,22.0,22.44,2.0000000000000058
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,2.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,3.0,36.0,36.0,36.72,1.999999999999997
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,3.5,8.0,8.0,8.16,2.0000000000000018
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,5.0,2.0,2.0,2.04,2.0000000000000018
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,6.0,110.0,110.0,112.2,2.0000000000000027
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,10.0,153.0,153.0,156.06,2.0000000000000013
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,12.0,191.0,191.0,194.82,1.9999999999999967
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,15.0,3.0,3.0,3.06,2.0000000000000018
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,18.0,0.0,0.0,0.0,
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,20.0,102.0,102.0,104.04,2.000000000000006
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,25.0,101.0,101.0,103.02,1.9999999999999962
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,30.0,22.0,22.0,22.44,2.0000000000000058
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,50.0,635.0,635.0,647.7,2.000000000000007
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,60.0,10.0,10.0,10.2,1.9999999999999927
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,100.0,3473.0,3473.0,3542.46,2.000000000000001
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,150.0,375.0,375.0,382.5,2.0
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,200.0,481.0,481.0,490.62,2.000000000000001
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,300.0,1504.0,1504.0,1534.08,1.9999999999999951
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,500.0,183.0,183.0,186.66,1.9999999999999982
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,600.0,16.0,16.0,16.32,2.0000000000000018
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010.0,1000.0,144.0,144.0,146.88,1.999999999999997
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010.0,5.0,3.0,3.0,3.06,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010.0,10.0,16.0,16.0,16.32,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010.0,15.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010.0,50.0,1813.0,1813.0,1849.26,1.9999999999999993
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010.0,60.0,10.0,10.0,10.2,1.9999999999999927
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010.0,75.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010.0,100.0,751.0,751.0,766.02,1.9999999999999976
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010.0,150.0,282.0,282.0,287.64,1.9999999999999951
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010.0,300.0,747.0,747.0,761.94,2.000000000000007
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010.0,500.0,66.0,66.0,67.32000000000001,2.000000000000011
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010.0,600.0,49.0,49.0,49.980000000000004,2.000000000000008
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010.0,1000.0,111.0,111.0,113.22,1.9999999999999991
BUENOS AIRES,General San Martín,Villa Libertad,6371010.0,5.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Libertad,6371010.0,10.0,20.0,20.0,20.4,1.9999999999999927
BUENOS AIRES,General San Martín,Villa Libertad,6371010.0,50.0,1651.0,1651.0,1684.02,1.9999999999999991
BUENOS AIRES,General San Martín,Villa Libertad,6371010.0,60.0,8.0,8.0,8.16,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Libertad,6371010.0,100.0,711.0,711.0,725.22,2.000000000000004
BUENOS AIRES,General San Martín,Villa Libertad,6371010.0,150.0,261.0,261.0,266.22,2.0000000000000107
BUENOS AIRES,General San Martín,Villa Libertad,6371010.0,300.0,739.0,739.0,753.78,1.9999999999999962
BUENOS AIRES,General San Martín,Villa Libertad,6371010.0,500.0,83.0,83.0,84.66,1.9999999999999958
BUENOS AIRES,General San Martín,Villa Libertad,6371010.0,600.0,46.0,46.0,46.92,2.000000000000004
BUENOS AIRES,General San Martín,Villa Libertad,6371010.0,1000.0,122.0,122.0,124.44,1.9999999999999982
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,0.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,0.5,2.0,2.0,2.04,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,0.75,3.0,3.0,3.06,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,1.0,11.0,11.0,11.22,2.0000000000000058
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,3.0,9.0,9.0,9.18,1.999999999999997
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,3.5,8.0,8.0,8.16,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,5.0,3.0,3.0,3.06,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,6.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,8.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,10.0,20.0,20.0,20.4,1.9999999999999927
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,15.0,2.0,2.0,2.04,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,20.0,9.0,9.0,9.18,1.999999999999997
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,30.0,3.0,3.0,3.06,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,50.0,133.0,133.0,135.66,1.9999999999999973
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,60.0,4.0,4.0,4.08,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,75.0,3.0,3.0,3.06,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,100.0,878.0,878.0,895.5600000000001,2.0000000000000067
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,150.0,159.0,159.0,162.18,2.000000000000004
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,300.0,1056.0,1056.0,1077.1200000000001,2.000000000000011
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,500.0,101.0,101.0,103.02,1.9999999999999962
BUENOS AIRES,General San Martín,Villa Lynch,6371010.0,1000.0,140.0,140.0,142.8,2.000000000000008
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,0.0,2.0,2.0,2.04,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,0.512,5.0,5.0,5.1,1.9999999999999927
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,1.0,85.0,85.0,86.7,2.0000000000000036
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,2.0,98.0,98.0,99.96000000000001,2.000000000000008
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,3.0,46.0,46.0,46.92,2.000000000000004
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,3.5,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,4.0,49.0,49.0,49.980000000000004,2.000000000000008
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,5.0,52.0,52.0,53.04,1.9999999999999982
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,6.0,70.0,70.0,71.4,2.000000000000008
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,8.0,75.0,75.0,76.5,2.0
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,10.0,74.0,74.0,75.48,2.0000000000000053
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,20.0,6.0,6.0,6.12,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,30.0,2.0,2.0,2.04,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,50.0,2042.0,2042.0,2082.84,2.000000000000007
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,60.0,12.0,12.0,12.24,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,75.0,2.0,2.0,2.04,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,100.0,889.0,889.0,906.78,1.999999999999997
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,150.0,453.0,453.0,462.06,2.0000000000000004
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,200.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,300.0,1101.0,1101.0,1123.02,1.9999999999999982
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,500.0,107.0,107.0,109.14,2.0000000000000004
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,600.0,79.0,79.0,80.58,1.999999999999998
BUENOS AIRES,General San Martín,Villa Maipu,6371010.0,1000.0,217.0,217.0,221.34,2.0000000000000013
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010.0,5.0,3.0,3.0,3.06,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010.0,10.0,11.0,11.0,11.22,2.0000000000000058
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010.0,50.0,781.0,781.0,796.62,2.000000000000001
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010.0,60.0,3.0,3.0,3.06,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010.0,100.0,314.0,314.0,320.28000000000003,2.0000000000000093
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010.0,150.0,182.0,182.0,185.64000000000001,2.000000000000008
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010.0,300.0,428.0,428.0,436.56,2.0000000000000004
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010.0,500.0,56.0,56.0,57.120000000000005,2.000000000000008
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010.0,600.0,28.0,28.0,28.560000000000002,2.000000000000008
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010.0,1000.0,68.0,68.0,69.36,1.9999999999999991
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010.0,10.0,5.0,5.0,5.1,1.9999999999999927
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010.0,50.0,251.0,251.0,256.02,1.9999999999999927
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010.0,60.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010.0,100.0,86.0,86.0,87.72,1.9999999999999987
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010.0,150.0,58.0,58.0,59.160000000000004,2.000000000000006
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010.0,300.0,125.0,125.0,127.5,2.0
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010.0,500.0,9.0,9.0,9.18,1.999999999999997
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010.0,600.0,4.0,4.0,4.08,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010.0,1000.0,25.0,25.0,25.5,2.0
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010.0,0.0,32.0,32.0,32.64,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010.0,10.0,2.0,2.0,2.04,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010.0,30.0,1.0,1.0,1.02,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010.0,50.0,265.0,265.0,270.3,2.000000000000004
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010.0,60.0,3.0,3.0,3.06,2.0000000000000018
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010.0,100.0,114.0,114.0,116.28,2.000000000000001
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010.0,150.0,50.0,50.0,51.0,2.0
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010.0,300.0,134.0,134.0,136.68,2.0000000000000053
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010.0,500.0,9.0,9.0,9.18,1.999999999999997
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010.0,600.0,9.0,9.0,9.18,1.999999999999997
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010.0,1000.0,22.0,22.0,22.44,2.0000000000000058
BUENOS AIRES,General San Martín,Villa San Andrés,6371010.0,0.0,9.0,9.0,9.18,1.999999999999997
BUENOS AIRES,General San Martín,Villa San Andrés,6371010.0,0.512,5.0,5.0,5.1,1.9999999999999927
BUENOS AIRES,General San Martín,Villa San Andrés,6371010.0,0.75,5.0,5.0,5.1,1.9999999999999927
BUENOS AIRES,General San Martín,Villa San Andrés,6371010.0,1.0,75.0,75.0,76.5,2.0
BUENOS AIRES,General San Martín,Villa San Andrés,6371010.0,2.0,84.0,84.0,85.68,2.000000000000008
BUENOS AIRES,General San Martín,Villa San Andrés,6371010.0,3.0,268.0,268.0,273.36,2.0000000000000053
BUENOS AIRES,General San Martín,Villa San Andrés,6371010.0,3.5,10.0,10.0,10.2,1.9999999999999927
BUENOS AIRES,General San Martín,Villa San Andrés,6371010.0,4.0,29.0,29.0,29.580000000000002,2.000000000000006
BUENOS AIRES,General San Martín,Villa San Andrés,6371010.0,5.0,21.0,21.0,21.42,2.000000000000008
BUENOS AIRES,General San Martín,Villa San Andrés,6371010.0,6.0,70.0,70.0,71.4,2.000000000000008
BUENOS AIRES,General San Martín,Villa San Andrés,6371010.0,8.0,57.0,57.0,58.14,2.000000000000001
BUENOS AIRES,General San Martín,Villa San Andrés,6371010.0,10.0,100.0,100.0,102.0,2.0
